"ZIPCODE","CITY","COUNTY","ZIP_TYPE"
"14108","Newfane","Niagara","Standard"
"14109","Niagara University","Niagara","P.O. Box"
"14110","North Boston","Erie","P.O. Box"
"14111","North Collins","Erie","Standard"
"14112","North Evans","Erie","P.O. Box"
"14113","North Java","Wyoming","Standard"
"14120","North Tonawanda","Niagara","Standard"
"14125","Oakfield","Genesee","Standard"
"14126","Olcott","Niagara","P.O. Box"
"14127","Orchard Park","Erie","Standard"
"14129","Perrysburg","Cattaraugus","Standard"
"14130","Pike","Wyoming","P.O. Box"
"14131","Ransomville","Niagara","Standard"
"14132","Sanborn","Niagara","Standard"
"14133","Sandusky","Cattaraugus","P.O. Box"
"14134","Sardinia","Erie","Standard"
"14135","Sheridan","Chautauqua","P.O. Box"
"14136","Silver Creek","Chautauqua","Standard"
"14138","South Dayton","Cattaraugus","Standard"
"14139","South Wales","Erie","Standard"
"14140","Spring Brook","Erie","P.O. Box"
"14141","Springville","Erie","Standard"
"14143","Stafford","Genesee","Standard"
"14144","Stella Niagara","Niagara","Standard"
"14145","Strykersville","Wyoming","Standard"
"14150","Tonawanda","Erie","Standard"
"14151","Tonawanda","Erie","P.O. Box"
"14166","Van Buren Point","Chautauqua","P.O. Box"
"14167","Varysburg","Wyoming","Standard"
"14168","Versailles","Cattaraugus","P.O. Box"
"14169","Wales Center","Erie","P.O. Box"
"14170","West Falls","Erie","Standard"
"14171","West Valley","Cattaraugus","Standard"
"14172","Wilson","Niagara","Standard"
"14173","Yorkshire","Cattaraugus","P.O. Box"
"14174","Youngstown","Niagara","Standard"
"14201","Buffalo","Erie","Standard"
"14202","Buffalo","Erie","Standard"
"14203","Buffalo","Erie","Standard"
"14204","Buffalo","Erie","Standard"
"14205","Buffalo","Erie","P.O. Box"
"14206","Buffalo","Erie","Standard"
"14207","Buffalo","Erie","Standard"
"14208","Buffalo","Erie","Standard"
"14209","Buffalo","Erie","Standard"
"14210","Buffalo","Erie","Standard"
"14211","Buffalo","Erie","Standard"
"14212","Buffalo","Erie","Standard"
"14213","Buffalo","Erie","Standard"
"14214","Buffalo","Erie","Standard"
"14215","Buffalo","Erie","Standard"
"14216","Buffalo","Erie","Standard"
"14217","Buffalo","Erie","Standard"
"14218","Buffalo","Erie","Standard"
"14219","Buffalo","Erie","Standard"
"14220","Buffalo","Erie","Standard"
"14221","Buffalo","Erie","Standard"
"14222","Buffalo","Erie","Standard"
"14223","Buffalo","Erie","Standard"
"14224","Buffalo","Erie","Standard"
"14225","Buffalo","Erie","Standard"
"14226","Buffalo","Erie","Standard"
"14227","Buffalo","Erie","Standard"
"14228","Buffalo","Erie","Standard"
"14231","Buffalo","Erie","P.O. Box"
"14233","Buffalo","Erie","Unique"
"14240","Buffalo","Erie","P.O. Box"
"14241","Buffalo","Erie","Unique"
"14260","Buffalo","Erie","Unique"
"14261","Buffalo","Erie","Unique"
"14263","Buffalo","Erie","Unique"
"14264","Buffalo","Erie","Unique"
"14265","Buffalo","Erie","Unique"
"14267","Buffalo","Erie","Unique"
"14269","Buffalo","Erie","Unique"
"14270","Buffalo","Erie","Unique"
"14272","Buffalo","Erie","Unique"
"14273","Buffalo","Erie","Unique"
"14276","Buffalo","Erie","Unique"
"14280","Buffalo","Erie","Unique"
"14301","Niagara Falls","Niagara","Standard"
"14302","Niagara Falls","Niagara","P.O. Box"
"14303","Niagara Falls","Niagara","Standard"
"14304","Niagara Falls","Niagara","Standard"
"14305","Niagara Falls","Niagara","Standard"
"14410","Adams Basin","Monroe","P.O. Box"
"14411","Albion","Orleans","Standard"
"14413","Alton","Wayne","P.O. Box"
"14414","Avon","Livingston","Standard"
"14415","Bellona","Yates","Standard"
"14416","Bergen","Genesee","Standard"
"14418","Branchport","Yates","Standard"
"14420","Brockport","Monroe","Standard"
"14422","Byron","Genesee","Standard"
"14423","Caledonia","Livingston","Standard"
"14424","Canandaigua","Ontario","Standard"
"14425","Farmington","Ontario","Standard"
"14427","Castile","Wyoming","Standard"
"14428","Churchville","Monroe","Standard"
"14429","Clarendon","Orleans","P.O. Box"
"14430","Clarkson","Monroe","P.O. Box"
"14432","Clifton Springs","Ontario","Standard"
"14433","Clyde","Wayne","Standard"
"14435","Conesus","Livingston","Standard"
"14437","Dansville","Livingston","Standard"
"14441","Dresden","Yates","Standard"
"14443","East Bloomfield","Ontario","P.O. Box"
"14445","East Rochester","Monroe","Standard"
"14449","East Williamson","Wayne","P.O. Box"
"14450","Fairport","Monroe","Standard"
"14452","Fancher","Orleans","P.O. Box"
"14453","Fishers","Ontario","P.O. Box"
"14454","Geneseo","Livingston","Standard"
"14456","Geneva","Ontario","Standard"
"14461","Gorham","Ontario","P.O. Box"
"14462","Groveland","Livingston","Standard"
"14463","Hall","Ontario","P.O. Box"
"14464","Hamlin","Monroe","Standard"
"14466","Hemlock","Livingston","Standard"
"14467","Henrietta","Monroe","Standard"
"14468","Hilton","Monroe","Standard"
"14469","Bloomfield","Ontario","Standard"
"14470","Holley","Orleans","Standard"
"14471","Honeoye","Ontario","Standard"
"14472","Honeoye Falls","Monroe","Standard"
"14475","Ionia","Ontario","Standard"
"14476","Kendall","Orleans","Standard"
"14477","Kent","Orleans","Standard"
"14478","Keuka Park","Yates","Standard"
"14479","Knowlesville","Orleans","Standard"
"14480","Lakeville","Livingston","Standard"
"14481","Leicester","Livingston","Standard"
"14482","Le Roy","Genesee","Standard"
"14485","Lima","Livingston","Standard"
"14486","Linwood","Livingston","Standard"
"14487","Livonia","Livingston","Standard"
"14488","Livonia Center","Livingston","P.O. Box"
"14489","Lyons","Wayne","Standard"
"14502","Macedon","Wayne","Standard"
"14504","Manchester","Ontario","Standard"
"14505","Marion","Wayne","Standard"
"14506","Mendon","Monroe","Standard"
"14507","Middlesex","Yates","Standard"
"14508","Morton","Monroe","P.O. Box"
"14510","Mount Morris","Livingston","Standard"
"14511","Mumford","Monroe","P.O. Box"
"14512","Naples","Ontario","Standard"
"14513","Newark","Wayne","Standard"
"14514","North Chili","Monroe","Standard"
"14515","North Greece","Monroe","P.O. Box"
"14516","North Rose","Wayne","Standard"
"14517","Nunda","Livingston","Standard"
"14518","Oaks Corners","Ontario","P.O. Box"
"14519","Ontario","Wayne","Standard"
"14520","Ontario Center","Wayne","P.O. Box"
"14521","Ovid","Seneca","Standard"
"14522","Palmyra","Wayne","Standard"
"14525","Pavilion","Genesee","Standard"
"14526","Penfield","Monroe","Standard"
"14527","Penn Yan","Yates","Standard"
"14529","Perkinsville","Steuben","P.O. Box"
"14530","Perry","Wyoming","Standard"
"14532","Phelps","Ontario","Standard"
"14533","Piffard","Livingston","Standard"
"14534","Pittsford","Monroe","Standard"
"14536","Portageville","Wyoming","Standard"
"14537","Port Gibson","Ontario","P.O. Box"
"14538","Pultneyville","Wayne","P.O. Box"
"14539","Retsof","Livingston","P.O. Box"
"14541","Romulus","Seneca","Standard"
"14542","Rose","Wayne","P.O. Box"
"14543","Rush","Monroe","Standard"
"14544","Rushville","Yates","Standard"
"14545","Scottsburg","Livingston","Standard"
"14546","Scottsville","Monroe","Standard"
"14547","Seneca Castle","Ontario","P.O. Box"
"14548","Shortsville","Ontario","Standard"
"14549","Silver Lake","Wyoming","P.O. Box"
"14550","Silver Springs","Wyoming","Standard"
"14551","Sodus","Wayne","Standard"
"14555","Sodus Point","Wayne","Standard"
"14556","Sonyea","Livingston","P.O. Box"
"14557","South Byron","Genesee","P.O. Box"
"14558","South Lima","Livingston","P.O. Box"
"14559","Spencerport","Monroe","Standard"
"14560","Springwater","Livingston","Standard"
"14561","Stanley","Ontario","Standard"
"14563","Union Hill","Wayne","P.O. Box"
"14564","Victor","Ontario","Standard"
"14568","Walworth","Wayne","Standard"
"14569","Warsaw","Wyoming","Standard"
"14571","Waterport","Orleans","Standard"
"14572","Wayland","Steuben","Standard"
"14580","Webster","Monroe","Standard"
"14585","West Bloomfield","Ontario","Standard"
"14586","West Henrietta","Monroe","Standard"
"14588","Willard","Seneca","P.O. Box"
"14589","Williamson","Wayne","Standard"
"14590","Wolcott","Wayne","Standard"
"14591","Wyoming","Wyoming","Standard"
"14592","York","Livingston","P.O. Box"
"14602","Rochester","Monroe","P.O. Box"
"14603","Rochester","Monroe","P.O. Box"
"14604","Rochester","Monroe","Standard"
"14605","Rochester","Monroe","Standard"
"14606","Rochester","Monroe","Standard"
"14607","Rochester","Monroe","Standard"
"14608","Rochester","Monroe","Standard"
"14609","Rochester","Monroe","Standard"
"14610","Rochester","Monroe","Standard"
"14611","Rochester","Monroe","Standard"
"14612","Rochester","Monroe","Standard"
"14613","Rochester","Monroe","Standard"
"14614","Rochester","Monroe","Standard"
"14615","Rochester","Monroe","Standard"
"14616","Rochester","Monroe","Standard"
"14617","Rochester","Monroe","Standard"
"14618","Rochester","Monroe","Standard"
"14619","Rochester","Monroe","Standard"
"14620","Rochester","Monroe","Standard"
"14621","Rochester","Monroe","Standard"
"14622","Rochester","Monroe","Standard"
"14623","Rochester","Monroe","Standard"
"14624","Rochester","Monroe","Standard"
"14625","Rochester","Monroe","Standard"
"14626","Rochester","Monroe","Standard"
"14627","Rochester","Monroe","P.O. Box"
"14638","Rochester","Monroe","Unique"
"14639","Rochester","Monroe","Unique"
"14642","Rochester","Monroe","Unique"
"14643","Rochester","Monroe","Unique"
"14644","Rochester","Monroe","Unique"
"14646","Rochester","Monroe","Unique"
"14647","Rochester","Monroe","Unique"
"14649","Rochester","Monroe","Unique"
"14650","Rochester","Monroe","Unique"
"14651","Rochester","Monroe","Unique"
"14652","Rochester","Monroe","Unique"
"14653","Rochester","Monroe","Unique"
"14692","Rochester","Monroe","P.O. Box"
"14694","Rochester","Monroe","Unique"
"14701","Jamestown","Chautauqua","Standard"
"14702","Jamestown","Chautauqua","P.O. Box"
"14706","Allegany","Cattaraugus","Standard"
"14707","Allentown","Allegany","P.O. Box"
"14708","Alma","Allegany","Standard"
"14709","Angelica","Allegany","Standard"
"14710","Ashville","Chautauqua","Standard"
"14711","Belfast","Allegany","Standard"
"14712","Bemus Point","Chautauqua","Standard"
"14714","Black Creek","Allegany","Standard"
"14715","Bolivar","Allegany","Standard"
"14716","Brocton","Chautauqua","Standard"
"14717","Caneadea","Allegany","Standard"
"14718","Cassadaga","Chautauqua","Standard"
"14719","Cattaraugus","Cattaraugus","Standard"
"14720","Celoron","Chautauqua","P.O. Box"
"14721","Ceres","Allegany","Standard"
"14722","Chautauqua","Chautauqua","P.O. Box"
"14723","Cherry Creek","Chautauqua","Standard"
"14724","Clymer","Chautauqua","Standard"
"14726","Conewango Valley","Cattaraugus","Standard"
"14727","Cuba","Allegany","Standard"
"14728","Dewittville","Chautauqua","Standard"
"14729","East Otto","Cattaraugus","Standard"
"14730","East Randolph","Cattaraugus","P.O. Box"
"14731","Ellicottville","Cattaraugus","Standard"
"14732","Ellington","Chautauqua","P.O. Box"
"14733","Falconer","Chautauqua","Standard"
"14735","Fillmore","Allegany","Standard"
"14736","Findley Lake","Chautauqua","Standard"
"14737","Franklinville","Cattaraugus","Standard"
"14738","Frewsburg","Chautauqua","Standard"
"14739","Friendship","Allegany","Standard"
"14740","Gerry","Chautauqua","Standard"
"14741","Great Valley","Cattaraugus","Standard"
"14742","Greenhurst","Chautauqua","P.O. Box"
"14743","Hinsdale","Cattaraugus","Standard"
"14744","Houghton","Allegany","Standard"
"14745","Hume","Allegany","P.O. Box"
"14747","Kennedy","Chautauqua","Standard"
"14748","Kill Buck","Cattaraugus","Standard"
"14750","Lakewood","Chautauqua","Standard"
"14751","Leon","Cattaraugus","P.O. Box"
"14752","Lily Dale","Chautauqua","P.O. Box"
"14753","Limestone","Cattaraugus","Standard"
"14754","Little Genesee","Allegany","Standard"
"14755","Little Valley","Cattaraugus","Standard"
"14756","Maple Springs","Chautauqua","P.O. Box"
"14757","Mayville","Chautauqua","Standard"
"14758","Niobe","Chautauqua","P.O. Box"
"14760","Olean","Cattaraugus","Standard"
"14766","Otto","Cattaraugus","P.O. Box"
"14767","Panama","Chautauqua","Standard"
"14769","Portland","Chautauqua","Standard"
"14770","Portville","Cattaraugus","Standard"
"14772","Randolph","Cattaraugus","Standard"
"14774","Richburg","Allegany","P.O. Box"
"14775","Ripley","Chautauqua","Standard"
"14777","Rushford","Allegany","Standard"
"14778","Saint Bonaventure","Cattaraugus","P.O. Box"
"14779","Salamanca","Cattaraugus","Standard"
"14781","Sherman","Chautauqua","Standard"
"14782","Sinclairville","Chautauqua","Standard"
"14783","Steamburg","Cattaraugus","P.O. Box"
"14784","Stockton","Chautauqua","Standard"
"14785","Stow","Chautauqua","P.O. Box"
"14786","West Clarksville","Allegany","P.O. Box"
"14787","Westfield","Chautauqua","Standard"
"14788","Westons Mills","Cattaraugus","P.O. Box"
"14801","Addison","Steuben","Standard"
"14802","Alfred","Allegany","Standard"
"14803","Alfred Station","Allegany","Standard"
"14804","Almond","Allegany","Standard"
"14805","Alpine","Schuyler","Standard"
"14806","Andover","Allegany","Standard"
"14807","Arkport","Steuben","Standard"
"14808","Atlanta","Steuben","Standard"
"14809","Avoca","Steuben","Standard"
"14810","Bath","Steuben","Standard"
"14812","Beaver Dams","Schuyler","Standard"
"14813","Belmont","Allegany","Standard"
"14814","Big Flats","Chemung","Standard"
"14815","Bradford","Schuyler","Standard"
"14816","Breesport","Chemung","Standard"
"14817","Brooktondale","Tompkins","Standard"
"14818","Burdett","Schuyler","Standard"
"14819","Cameron","Steuben","Standard"
"14820","Cameron Mills","Steuben","Standard"
"14821","Campbell","Steuben","Standard"
"14822","Canaseraga","Allegany","Standard"
"14823","Canisteo","Steuben","Standard"
"14824","Cayuta","Schuyler","Standard"
"14825","Chemung","Chemung","Standard"
"14826","Cohocton","Steuben","Standard"
"14827","Coopers Plains","Steuben","P.O. Box"
"14830","Corning","Steuben","Standard"
"14831","Corning","Steuben","Unique"
"14836","Dalton","Livingston","Standard"
"14837","Dundee","Yates","Standard"
"14838","Erin","Chemung","Standard"
"14839","Greenwood","Steuben","Standard"
"14840","Hammondsport","Steuben","Standard"
"14841","Hector","Schuyler","Standard"
"14842","Himrod","Yates","Standard"
"14843","Hornell","Steuben","Standard"
"14845","Horseheads","Chemung","Standard"
"14846","Hunt","Livingston","Standard"
"14847","Interlaken","Seneca","Standard"
"14850","Ithaca","Tompkins","Standard"
"14851","Ithaca","Tompkins","P.O. Box"
"14852","Ithaca","Tompkins","P.O. Box"
"14853","Ithaca","Tompkins","Standard"
"14854","Jacksonville","Tompkins","P.O. Box"
"14855","Jasper","Steuben","Standard"
"14856","Kanona","Steuben","P.O. Box"
"14857","Lakemont","Yates","P.O. Box"
"14858","Lindley","Steuben","Standard"
"14859","Lockwood","Tioga","Standard"
"14860","Lodi","Seneca","Standard"
"14861","Lowman","Chemung","Standard"
"14863","Mecklenburg","Schuyler","P.O. Box"
"14864","Millport","Chemung","Standard"
"14865","Montour Falls","Schuyler","Standard"
"14867","Newfield","Tompkins","Standard"
"14869","Odessa","Schuyler","Standard"
"14870","Painted Post","Steuben","Standard"
"14871","Pine City","Chemung","Standard"
"14872","Pine Valley","Chemung","Standard"
"14873","Prattsburgh","Steuben","Standard"
"14874","Pulteney","Steuben","Standard"
"14876","Reading Center","Schuyler","P.O. Box"
"14877","Rexville","Steuben","Standard"
"14878","Rock Stream","Schuyler","Standard"
"14879","Savona","Steuben","Standard"
"14880","Scio","Allegany","Standard"
"14881","Slaterville Springs","Tompkins","Standard"
"14882","Lansing","Tompkins","Standard"
"14883","Spencer","Tioga","Standard"
"14884","Swain","Allegany","Standard"
"14885","Troupsburg","Steuben","Standard"
"14886","Trumansburg","Tompkins","Standard"
"14887","Tyrone","Schuyler","P.O. Box"
"14889","Van Etten","Chemung","Standard"
"14891","Watkins Glen","Schuyler","Standard"
"14892","Waverly","Tioga","Standard"
"14893","Wayne","Schuyler","P.O. Box"
"14894","Wellsburg","Chemung","Standard"
"14895","Wellsville","Allegany","Standard"
"14897","Whitesville","Allegany","Standard"
"14898","Woodhull","Steuben","Standard"
"14901","Elmira","Chemung","Standard"
"14902","Elmira","Chemung","P.O. Box"
"14903","Elmira","Chemung","Standard"
"14904","Elmira","Chemung","Standard"
"14905","Elmira","Chemung","Standard"
"13603","Watertown","Jefferson","Standard"
"13605","Adams","Jefferson","Standard"
"13606","Adams Center","Jefferson","Standard"
"13607","Alexandria Bay","Jefferson","Standard"
"13608","Antwerp","Jefferson","Standard"
"13611","Belleville","Jefferson","P.O. Box"
"13612","Black River","Jefferson","Standard"
"13613","Brasher Falls","Saint Lawrence","Standard"
"13614","Brier Hill","Saint Lawrence","Standard"
"13615","Brownville","Jefferson","P.O. Box"
"13616","Calcium","Jefferson","Standard"
"13617","Canton","Saint Lawrence","Standard"
"13618","Cape Vincent","Jefferson","Standard"
"13619","Carthage","Jefferson","Standard"
"13620","Castorland","Lewis","Standard"
"13621","Chase Mills","Saint Lawrence","Standard"
"13622","Chaumont","Jefferson","Standard"
"13623","Chippewa Bay","Saint Lawrence","P.O. Box"
"13624","Clayton","Jefferson","Standard"
"13625","Colton","Saint Lawrence","Standard"
"13626","Copenhagen","Lewis","Standard"
"13627","Deer River","Lewis","P.O. Box"
"13628","Deferiet","Jefferson","P.O. Box"
"13630","De Kalb Junction","Saint Lawrence","Standard"
"13631","Denmark","Lewis","P.O. Box"
"13632","Depauville","Jefferson","P.O. Box"
"13633","De Peyster","Saint Lawrence","Standard"
"13634","Dexter","Jefferson","Standard"
"13635","Edwards","Saint Lawrence","Standard"
"13636","Ellisburg","Jefferson","Standard"
"13637","Evans Mills","Jefferson","Standard"
"13638","Felts Mills","Jefferson","Standard"
"13639","Fine","Saint Lawrence","Standard"
"13640","Wellesley Island","Jefferson","Standard"
"13641","Fishers Landing","Jefferson","P.O. Box"
"13642","Gouverneur","Saint Lawrence","Standard"
"13643","Great Bend","Jefferson","P.O. Box"
"13645","Hailesboro","Saint Lawrence","P.O. Box"
"13646","Hammond","Saint Lawrence","Standard"
"13647","Hannawa Falls","Saint Lawrence","P.O. Box"
"13648","Harrisville","Lewis","Standard"
"13649","Helena","Saint Lawrence","P.O. Box"
"13650","Henderson","Jefferson","Standard"
"13651","Henderson Harbor","Jefferson","P.O. Box"
"13652","Hermon","Saint Lawrence","Standard"
"13654","Heuvelton","Saint Lawrence","Standard"
"13655","Hogansburg","Franklin","Standard"
"13656","La Fargeville","Jefferson","Standard"
"13657","Limerick","Jefferson","P.O. Box"
"13658","Lisbon","Saint Lawrence","Standard"
"13659","Lorraine","Jefferson","Standard"
"13660","Madrid","Saint Lawrence","Standard"
"13661","Mannsville","Jefferson","Standard"
"13662","Massena","Saint Lawrence","Standard"
"13664","Morristown","Saint Lawrence","Standard"
"13665","Natural Bridge","Jefferson","Standard"
"13666","Newton Falls","Saint Lawrence","P.O. Box"
"13667","Norfolk","Saint Lawrence","Standard"
"13668","Norwood","Saint Lawrence","Standard"
"13669","Ogdensburg","Saint Lawrence","Standard"
"13670","Oswegatchie","Saint Lawrence","Standard"
"13671","Antwerp","Jefferson","P.O. Box"
"13672","Parishville","Saint Lawrence","Standard"
"13673","Philadelphia","Jefferson","Standard"
"13674","Pierrepont Manor","Jefferson","P.O. Box"
"13675","Plessis","Jefferson","Standard"
"13676","Potsdam","Saint Lawrence","Standard"
"13677","Pyrites","Saint Lawrence","P.O. Box"
"13678","Raymondville","Saint Lawrence","P.O. Box"
"13679","Redwood","Jefferson","Standard"
"13680","Rensselaer Falls","Saint Lawrence","Standard"
"13681","Richville","Saint Lawrence","Standard"
"13682","Rodman","Jefferson","Standard"
"13683","Rooseveltown","Saint Lawrence","P.O. Box"
"13684","Russell","Saint Lawrence","Standard"
"13685","Sackets Harbor","Jefferson","Standard"
"13687","South Colton","Saint Lawrence","Standard"
"13690","Star Lake","Saint Lawrence","Standard"
"13691","Theresa","Jefferson","Standard"
"13692","Thousand Island Park","Jefferson","P.O. Box"
"13693","Three Mile Bay","Jefferson","Standard"
"13694","Waddington","Saint Lawrence","Standard"
"13695","Wanakena","Saint Lawrence","P.O. Box"
"13696","West Stockholm","Saint Lawrence","Standard"
"13697","Winthrop","Saint Lawrence","Standard"
"13699","Potsdam","Saint Lawrence","Unique"
"13730","Afton","Chenango","Standard"
"13731","Andes","Delaware","Standard"
"13732","Apalachin","Tioga","Standard"
"13733","Bainbridge","Chenango","Standard"
"13734","Barton","Tioga","Standard"
"13736","Berkshire","Tioga","Standard"
"13737","Bible School Park","Broome","P.O. Box"
"13738","Blodgett Mills","Cortland","P.O. Box"
"13739","Bloomville","Delaware","Standard"
"13740","Bovina Center","Delaware","Standard"
"13743","Candor","Tioga","Standard"
"13744","Castle Creek","Broome","Standard"
"13745","Chenango Bridge","Broome","P.O. Box"
"13746","Chenango Forks","Broome","Standard"
"13747","Colliersville","Otsego","P.O. Box"
"13748","Conklin","Broome","Standard"
"13749","Corbettsville","Broome","P.O. Box"
"13750","Davenport","Delaware","Standard"
"13751","Davenport Center","Delaware","Standard"
"13752","Delancey","Delaware","Standard"
"13753","Delhi","Delaware","Standard"
"13754","Deposit","Broome","Standard"
"13755","Downsville","Delaware","Standard"
"13756","East Branch","Delaware","Standard"
"13757","East Meredith","Delaware","Standard"
"13758","East Pharsalia","Chenango","P.O. Box"
"13760","Endicott","Broome","Standard"
"13761","Endicott","Broome","P.O. Box"
"13762","Endwell","Broome","P.O. Box"
"13763","Endicott","Broome","P.O. Box"
"13774","Fishs Eddy","Delaware","P.O. Box"
"13775","Franklin","Delaware","Standard"
"13776","Gilbertsville","Otsego","Standard"
"13777","Glen Aubrey","Broome","Standard"
"13778","Greene","Chenango","Standard"
"13780","Guilford","Chenango","Standard"
"13782","Hamden","Delaware","Standard"
"13783","Hancock","Delaware","Standard"
"13784","Harford","Cortland","P.O. Box"
"13786","Harpersfield","Delaware","Standard"
"13787","Harpursville","Broome","Standard"
"13788","Hobart","Delaware","Standard"
"13790","Johnson City","Broome","Standard"
"13794","Killawog","Broome","P.O. Box"
"13795","Kirkwood","Broome","Standard"
"13796","Laurens","Otsego","Standard"
"13797","Lisle","Broome","Standard"
"13801","Mc Donough","Chenango","Standard"
"13802","Maine","Broome","Standard"
"13803","Marathon","Cortland","Standard"
"13804","Masonville","Delaware","Standard"
"13806","Meridale","Delaware","Standard"
"13807","Milford","Otsego","Standard"
"13808","Morris","Otsego","Standard"
"13809","Mount Upton","Chenango","Standard"
"13810","Mount Vision","Otsego","Standard"
"13811","Newark Valley","Tioga","Standard"
"13812","Nichols","Tioga","Standard"
"13813","Nineveh","Broome","Standard"
"13814","North Norwich","Chenango","P.O. Box"
"13815","Norwich","Chenango","Standard"
"13820","Oneonta","Otsego","Standard"
"13825","Otego","Otsego","Standard"
"13826","Ouaquaga","Broome","Standard"
"13827","Owego","Tioga","Standard"
"13830","Oxford","Chenango","Standard"
"13832","Plymouth","Chenango","Standard"
"13833","Port Crane","Broome","Standard"
"13834","Portlandville","Otsego","Standard"
"13835","Richford","Tioga","Standard"
"13838","Sidney","Delaware","Standard"
"13839","Sidney Center","Delaware","Standard"
"13840","Smithboro","Tioga","P.O. Box"
"13841","Smithville Flats","Chenango","Standard"
"13842","South Kortright","Delaware","Standard"
"13843","South New Berlin","Chenango","Standard"
"13844","South Plymouth","Chenango","Standard"
"13845","Tioga Center","Tioga","P.O. Box"
"13846","Treadwell","Delaware","Standard"
"13847","Trout Creek","Delaware","P.O. Box"
"13848","Tunnel","Broome","P.O. Box"
"13849","Unadilla","Otsego","Standard"
"13850","Vestal","Broome","Standard"
"13851","Vestal","Broome","P.O. Box"
"13856","Walton","Delaware","Standard"
"13859","Wells Bridge","Otsego","Standard"
"13860","West Davenport","Delaware","P.O. Box"
"13861","West Oneonta","Otsego","Standard"
"13862","Whitney Point","Broome","Standard"
"13863","Willet","Cortland","Standard"
"13864","Willseyville","Tioga","Standard"
"13865","Windsor","Broome","Standard"
"13901","Binghamton","Broome","Standard"
"12484","Stone Ridge","Ulster","Standard"
"12485","Tannersville","Greene","Standard"
"12486","Tillson","Ulster","Standard"
"12487","Ulster Park","Ulster","Standard"
"12489","Wawarsing","Ulster","P.O. Box"
"12490","West Camp","Ulster","P.O. Box"
"12491","West Hurley","Ulster","Standard"
"12492","West Kill","Greene","Standard"
"12493","West Park","Ulster","P.O. Box"
"12494","West Shokan","Ulster","Standard"
"12495","Willow","Ulster","Standard"
"12496","Windham","Greene","Standard"
"12498","Woodstock","Ulster","Standard"
"12501","Amenia","Dutchess","Standard"
"12502","Ancram","Columbia","Standard"
"12503","Ancramdale","Columbia","Standard"
"12504","Annandale On Hudson","Dutchess","P.O. Box"
"12506","Bangall","Dutchess","P.O. Box"
"12507","Barrytown","Dutchess","Standard"
"12508","Beacon","Dutchess","Standard"
"12510","Billings","Dutchess","P.O. Box"
"12511","Castle Point","Dutchess","P.O. Box"
"12512","Chelsea","Dutchess","P.O. Box"
"12513","Claverack","Columbia","Standard"
"12514","Clinton Corners","Dutchess","Standard"
"12515","Clintondale","Ulster","Standard"
"12516","Copake","Columbia","Standard"
"12517","Copake Falls","Columbia","Standard"
"12518","Cornwall","Orange","Standard"
"12520","Cornwall On Hudson","Orange","Standard"
"12521","Craryville","Columbia","Standard"
"12522","Dover Plains","Dutchess","Standard"
"12523","Elizaville","Columbia","Standard"
"12524","Fishkill","Dutchess","Standard"
"12525","Gardiner","Ulster","Standard"
"12526","Germantown","Columbia","Standard"
"12527","Glenham","Dutchess","P.O. Box"
"12528","Highland","Ulster","Standard"
"12529","Hillsdale","Columbia","Standard"
"12530","Hollowville","Columbia","P.O. Box"
"12531","Holmes","Dutchess","Standard"
"12533","Hopewell Junction","Dutchess","Standard"
"12534","Hudson","Columbia","Standard"
"12537","Hughsonville","Dutchess","P.O. Box"
"12538","Hyde Park","Dutchess","Standard"
"12540","Lagrangeville","Dutchess","Standard"
"12541","Livingston","Columbia","P.O. Box"
"12542","Marlboro","Ulster","Standard"
"12543","Maybrook","Orange","Standard"
"12544","Mellenville","Columbia","P.O. Box"
"12545","Millbrook","Dutchess","Standard"
"12546","Millerton","Dutchess","Standard"
"12547","Milton","Ulster","Standard"
"12548","Modena","Ulster","Standard"
"12549","Montgomery","Orange","Standard"
"12550","Newburgh","Orange","Standard"
"12551","Newburgh","Orange","P.O. Box"
"12552","Newburgh","Orange","P.O. Box"
"12553","New Windsor","Orange","Standard"
"12555","Newburgh","Orange","P.O. Box"
"12561","New Paltz","Ulster","Standard"
"12563","Patterson","Putnam","Standard"
"12564","Pawling","Dutchess","Standard"
"12565","Philmont","Columbia","Standard"
"12566","Pine Bush","Orange","Standard"
"12567","Pine Plains","Dutchess","Standard"
"12568","Plattekill","Ulster","P.O. Box"
"12569","Pleasant Valley","Dutchess","Standard"
"12570","Poughquag","Dutchess","Standard"
"12571","Red Hook","Dutchess","Standard"
"12572","Rhinebeck","Dutchess","Standard"
"12574","Rhinecliff","Dutchess","P.O. Box"
"12575","Rock Tavern","Orange","Standard"
"12577","Salisbury Mills","Orange","Standard"
"12578","Salt Point","Dutchess","Standard"
"12580","Staatsburg","Dutchess","Standard"
"12581","Stanfordville","Dutchess","Standard"
"12582","Stormville","Dutchess","Standard"
"12583","Tivoli","Dutchess","Standard"
"12584","Vails Gate","Orange","P.O. Box"
"12585","Verbank","Dutchess","Standard"
"12586","Walden","Orange","Standard"
"12588","Walker Valley","Ulster","P.O. Box"
"12589","Wallkill","Ulster","Standard"
"12590","Wappingers Falls","Dutchess","Standard"
"12592","Wassaic","Dutchess","Standard"
"12594","Wingdale","Dutchess","Standard"
"12601","Poughkeepsie","Dutchess","Standard"
"12602","Poughkeepsie","Dutchess","P.O. Box"
"12603","Poughkeepsie","Dutchess","Standard"
"12604","Poughkeepsie","Dutchess","Unique"
"12701","Monticello","Sullivan","Standard"
